Food Name,Carbohydrates (g),Proteins (g),Fats (g),Calories (kcal),Diet Category
Peanuts,41.3,17.0,30.8,510.4,Carb-Rich
Quinoa,40.0,40.6,2.2,342.2,Protein-Rich
Salmon,2.7,16.4,10.4,170.0,Protein-Rich
Peanuts,17.4,20.0,21.0,338.6,Fat-Rich
Quinoa,35.3,24.9,36.9,572.9,Fat-Rich
Milk,8.0,22.5,5.5,171.5,Protein-Rich
Cheese,47.6,44.7,32.6,662.6,Carb-Rich
Almonds,20.8,12.4,29.2,395.6,Fat-Rich
Apple,64.5,44.8,6.0,491.2,Carb-Rich
Oats,4.8,22.1,24.5,328.1,Fat-Rich
Apple,76.6,42.3,0.6,481.0,Carb-Rich
Cheese,65.9,10.1,5.5,353.5,Carb-Rich
Quinoa,17.2,30.1,8.4,264.8,Protein-Rich
Eggs,26.3,49.4,32.0,590.8,Protein-Rich
Yogurt,70.1,36.4,28.5,682.5,Carb-Rich
Avocado,72.1,40.8,27.0,694.6,Carb-Rich
Beans,30.5,41.2,19.8,465.0,Protein-Rich
Oats,7.4,40.7,32.9,488.5,Protein-Rich
Apple,6.4,20.2,10.6,201.8,Protein-Rich
Apple,46.0,8.9,20.2,401.4,Carb-Rich
Banana,67.7,35.3,18.4,577.6,Carb-Rich
Quinoa,59.3,37.4,25.6,617.2,Carb-Rich
Yogurt,32.6,31.8,28.6,515.0,Carb-Rich
Lentils,79.2,13.8,8.8,451.2,Carb-Rich
Beans,69.8,33.0,4.7,453.5,Carb-Rich
Cheese,3.5,36.4,17.1,313.5,Protein-Rich
Milk,8.2,9.5,26.6,310.2,Fat-Rich
Eggs,31.2,17.6,36.3,521.9,Fat-Rich
Banana,33.3,16.2,15.1,333.9,Carb-Rich
Bread,22.3,26.1,29.6,460.0,Fat-Rich
Tofu,21.3,49.0,31.1,561.1,Protein-Rich
Eggs,3.3,5.9,0.1,37.7,Protein-Rich
Banana,67.8,25.2,9.3,455.7,Carb-Rich
Banana,78.4,40.0,5.2,520.4,Carb-Rich
Sweet Potato,8.0,47.5,20.5,406.5,Protein-Rich
Paneer,14.9,6.8,11.8,193.0,Carb-Rich
Beans,64.5,48.3,11.6,555.6,Carb-Rich
Milk,60.3,16.2,15.6,446.4,Carb-Rich
Avocado,42.4,14.8,31.2,509.6,Carb-Rich
Avocado,72.8,24.6,18.8,558.8,Carb-Rich
Quinoa,56.5,18.8,10.1,392.1,Carb-Rich
Rice,0.1,38.6,3.8,189.0,Protein-Rich
Tofu,62.6,25.6,30.3,625.5,Carb-Rich
Oats,30.9,1.0,21.4,320.2,Carb-Rich
Eggs,35.0,47.0,37.6,666.4,Protein-Rich
Peanuts,74.4,35.5,29.9,708.7,Carb-Rich
Peanuts,69.7,46.9,39.8,824.6,Carb-Rich
Eggs,5.3,17.8,28.2,346.2,Fat-Rich
Sweet Potato,61.0,10.7,33.0,583.8,Carb-Rich
Salmon,73.2,13.9,16.0,492.4,Carb-Rich
Chicken,35.0,32.8,13.1,389.1,Carb-Rich
Oats,8.4,5.1,34.6,365.4,Fat-Rich
Rice,42.1,29.0,33.1,582.3,Carb-Rich
Bread,20.7,38.8,13.4,358.6,Protein-Rich
Banana,46.2,42.3,18.0,516.0,Carb-Rich
Eggs,67.2,28.9,7.4,451.0,Carb-Rich
Peanuts,49.4,11.4,12.3,353.9,Carb-Rich
Avocado,9.9,25.6,37.6,480.4,Fat-Rich
Sweet Potato,78.7,19.8,27.6,642.4,Carb-Rich
Bread,21.0,0.1,30.0,354.4,Fat-Rich
Rice,38.3,26.5,22.0,457.2,Carb-Rich
Paneer,45.2,44.1,34.2,665.0,Carb-Rich
Beans,57.2,33.1,30.3,633.9,Carb-Rich
Eggs,18.6,39.5,18.7,400.7,Protein-Rich
Banana,33.6,48.7,11.5,432.7,Protein-Rich
Sweet Potato,78.1,35.7,9.6,541.6,Carb-Rich
Tofu,68.4,39.7,4.3,471.1,Carb-Rich
Eggs,23.8,48.3,24.8,511.6,Protein-Rich
Oats,79.2,8.2,25.6,580.0,Carb-Rich
Chicken,23.6,20.2,14.6,306.6,Carb-Rich
Tofu,62.9,19.8,0.7,337.1,Carb-Rich
Milk,73.2,12.3,7.9,413.1,Carb-Rich
Paneer,29.6,11.7,23.2,374.0,Carb-Rich
Milk,78.1,6.2,15.4,475.8,Carb-Rich
Avocado,77.7,8.8,26.3,582.7,Carb-Rich
Eggs,53.0,22.2,24.8,524.0,Carb-Rich
Quinoa,73.4,9.7,24.6,553.8,Carb-Rich
Tofu,66.2,7.4,36.8,625.6,Carb-Rich
Peanuts,40.5,0.6,38.3,509.1,Carb-Rich
Apple,50.4,38.8,25.0,581.8,Carb-Rich
Paneer,13.0,32.0,16.4,327.6,Protein-Rich
Banana,59.0,31.4,38.1,704.5,Carb-Rich
Almonds,45.8,10.8,11.8,332.6,Carb-Rich
Eggs,28.8,5.3,28.7,394.7,Carb-Rich
Cheese,22.7,44.5,23.7,482.1,Protein-Rich
Tofu,41.0,26.6,5.4,319.0,Carb-Rich
Salmon,60.9,49.2,34.7,752.7,Carb-Rich
Bread,55.7,28.6,3.1,365.1,Carb-Rich
Banana,38.0,45.3,23.4,543.8,Protein-Rich
Quinoa,70.7,31.9,0.1,411.3,Carb-Rich
Sweet Potato,50.3,8.3,0.2,236.2,Carb-Rich
Banana,17.9,23.0,2.9,189.7,Protein-Rich
Cheese,41.5,2.7,35.2,493.6,Carb-Rich
Rice,16.0,20.0,16.5,292.5,Protein-Rich
Beans,25.5,49.3,30.2,571.0,Protein-Rich
Chicken,10.0,15.6,23.9,317.5,Fat-Rich
Almonds,61.2,13.7,25.5,529.1,Carb-Rich
Milk,73.9,28.6,30.7,686.3,Carb-Rich
Peanuts,46.3,37.7,20.2,517.8,Carb-Rich
Oats,11.7,16.7,0.9,121.7,Protein-Rich
Almonds,11.5,45.2,11.4,329.4,Protein-Rich
Tofu,33.4,18.4,30.6,482.6,Carb-Rich
Yogurt,39.0,15.0,24.9,440.1,Carb-Rich
Chicken,63.5,49.2,18.8,620.0,Carb-Rich
Eggs,64.1,16.3,3.9,356.7,Carb-Rich
Yogurt,39.1,28.3,21.0,458.6,Carb-Rich
Rice,4.1,4.5,21.5,227.9,Fat-Rich
Banana,25.1,19.6,16.4,326.4,Carb-Rich
Milk,24.0,0.5,1.8,114.2,Carb-Rich
Quinoa,47.8,20.8,27.8,524.6,Carb-Rich
Banana,54.9,29.7,32.9,634.5,Carb-Rich
Avocado,36.3,24.6,8.0,315.6,Carb-Rich
Quinoa,22.2,2.6,9.4,183.8,Carb-Rich
Chicken,32.1,32.0,7.5,323.9,Carb-Rich
Avocado,55.5,42.5,14.7,524.3,Carb-Rich
Peanuts,22.1,8.9,2.0,142.0,Carb-Rich
Banana,18.8,8.6,30.1,380.5,Fat-Rich
Tofu,5.8,15.3,32.9,380.5,Fat-Rich
Beans,36.7,47.0,18.0,496.8,Protein-Rich
Cheese,59.8,17.1,20.4,491.2,Carb-Rich
Cheese,38.5,14.3,38.6,558.6,Fat-Rich
Quinoa,7.2,12.3,6.0,132.0,Protein-Rich
Tofu,73.4,34.3,15.5,570.3,Carb-Rich
Cheese,59.1,11.0,29.6,546.8,Carb-Rich
Avocado,66.2,28.6,1.4,391.8,Carb-Rich
Milk,37.5,23.5,6.5,302.5,Carb-Rich
Rice,76.0,3.3,34.0,623.2,Carb-Rich
Eggs,28.2,45.8,28.4,551.6,Protein-Rich
Peanuts,30.9,1.9,12.1,240.1,Carb-Rich
Lentils,0.3,37.7,6.6,211.4,Protein-Rich
Lentils,74.1,43.8,32.2,761.4,Carb-Rich
Eggs,63.2,10.2,22.6,497.0,Carb-Rich
Avocado,44.1,9.5,22.2,414.2,Carb-Rich
Banana,9.3,25.1,0.2,139.4,Protein-Rich
Tofu,4.1,45.0,23.9,411.5,Protein-Rich
Bread,18.3,29.9,33.4,493.4,Fat-Rich
Apple,24.0,15.2,5.5,206.3,Carb-Rich
Chicken,63.2,41.3,5.9,471.1,Carb-Rich
Apple,14.4,36.2,1.1,212.3,Protein-Rich
Oats,41.4,24.9,5.1,311.1,Carb-Rich
Rice,8.3,0.7,28.7,294.3,Fat-Rich
Sweet Potato,62.0,48.6,10.6,537.8,Carb-Rich
Oats,51.2,40.2,36.5,694.1,Carb-Rich
Oats,72.4,21.0,29.8,641.8,Carb-Rich
Paneer,29.2,19.2,30.1,464.5,Fat-Rich
Milk,41.1,36.8,17.1,465.5,Carb-Rich
Peanuts,44.4,44.8,4.9,400.9,Protein-Rich
Bread,54.0,42.9,6.6,447.0,Carb-Rich
Tofu,12.9,5.4,17.1,227.1,Fat-Rich
Paneer,4.4,23.3,35.8,433.0,Fat-Rich
Yogurt,45.5,28.1,13.3,414.1,Carb-Rich
Milk,24.4,20.2,0.6,183.8,Carb-Rich
Apple,6.4,4.3,1.1,52.7,Carb-Rich
Oats,76.2,22.0,15.7,534.1,Carb-Rich
Quinoa,5.1,11.6,9.1,148.7,Protein-Rich
Apple,43.6,29.6,8.6,370.2,Carb-Rich
Eggs,22.3,12.8,30.1,411.3,Fat-Rich
Milk,79.0,4.2,13.1,450.7,Carb-Rich
Avocado,49.3,31.0,6.4,378.8,Carb-Rich
Rice,25.7,1.8,34.6,421.4,Fat-Rich
Bread,60.0,22.4,17.1,483.5,Carb-Rich
Avocado,22.7,31.2,38.4,561.2,Fat-Rich
Apple,34.4,7.1,5.3,213.7,Carb-Rich
Quinoa,48.6,47.7,17.5,542.7,Carb-Rich
Sweet Potato,16.3,11.9,29.9,381.9,Fat-Rich
Almonds,16.5,17.3,23.6,347.6,Fat-Rich
Avocado,21.1,7.1,5.3,160.5,Carb-Rich
Paneer,56.6,29.2,35.8,665.4,Carb-Rich
Bread,9.5,49.0,9.5,319.5,Protein-Rich
Bread,65.5,18.6,33.8,640.6,Carb-Rich
Quinoa,28.7,48.5,25.1,534.7,Protein-Rich
Lentils,45.2,44.8,36.6,689.4,Carb-Rich
Chicken,77.7,12.0,26.7,599.1,Carb-Rich
Chicken,43.4,2.2,22.7,386.7,Carb-Rich
Rice,60.4,8.7,39.2,629.2,Carb-Rich
Cheese,14.4,5.9,14.3,209.9,Carb-Rich
Quinoa,9.2,17.6,2.8,132.4,Protein-Rich
Chicken,8.0,23.1,31.2,405.2,Fat-Rich
Bread,5.7,40.6,8.8,264.4,Protein-Rich
Yogurt,53.3,33.5,8.5,423.7,Carb-Rich
Apple,68.5,41.3,27.3,684.9,Carb-Rich
Chicken,74.0,31.8,36.1,748.1,Carb-Rich
Salmon,25.2,35.1,19.5,416.7,Protein-Rich
Almonds,53.2,34.6,20.2,533.0,Carb-Rich
Banana,5.2,26.3,33.4,426.6,Fat-Rich
Quinoa,22.6,2.7,25.2,328.0,Fat-Rich
Yogurt,28.1,14.5,23.8,384.6,Carb-Rich
Avocado,5.6,4.9,10.0,132.0,Fat-Rich
Milk,64.5,49.4,24.2,673.4,Carb-Rich
Bread,30.6,7.9,19.4,328.6,Carb-Rich
Avocado,39.1,36.1,32.6,594.2,Carb-Rich
Chicken,75.6,13.5,3.6,388.8,Carb-Rich
Apple,46.0,47.3,19.6,549.6,Protein-Rich
Cheese,45.0,2.1,36.6,517.8,Carb-Rich
Peanuts,68.5,42.1,25.5,671.9,Carb-Rich
Quinoa,60.7,49.4,28.2,694.2,Carb-Rich
Rice,61.6,26.6,22.2,552.6,Carb-Rich
Yogurt,2.9,39.9,32.1,460.1,Protein-Rich
Peanuts,16.7,16.2,22.0,329.6,Fat-Rich
Lentils,29.2,9.8,37.1,489.9,Fat-Rich
Yogurt,68.1,21.0,34.0,662.4,Carb-Rich
Rice,35.9,6.5,32.0,457.6,Carb-Rich
Yogurt,33.7,46.9,17.2,477.2,Protein-Rich
Sweet Potato,64.9,41.2,11.8,530.6,Carb-Rich
Sweet Potato,57.5,49.4,25.8,659.8,Carb-Rich
Quinoa,18.3,13.4,26.7,367.1,Fat-Rich
Quinoa,21.6,13.2,38.9,489.3,Fat-Rich
Avocado,72.6,44.1,18.7,635.1,Carb-Rich
Yogurt,28.4,27.7,35.0,539.4,Fat-Rich
Apple,77.5,32.4,19.1,611.5,Carb-Rich
Oats,53.7,10.3,33.7,559.3,Carb-Rich
Tofu,22.9,24.0,8.4,263.2,Protein-Rich
Yogurt,50.8,42.5,33.1,671.1,Carb-Rich
Salmon,58.1,49.4,39.4,784.6,Carb-Rich
Eggs,34.5,20.5,25.4,448.6,Carb-Rich
Chicken,27.0,32.2,14.4,366.4,Protein-Rich
Salmon,44.8,7.5,37.0,542.2,Carb-Rich
Almonds,11.4,14.4,13.9,228.3,Protein-Rich
Beans,46.9,45.5,26.6,609.0,Carb-Rich
Lentils,13.3,36.7,11.5,303.5,Protein-Rich
Salmon,61.2,5.2,6.2,321.4,Carb-Rich
Apple,54.9,40.7,15.0,517.4,Carb-Rich
Rice,52.2,4.8,15.1,363.9,Carb-Rich
Milk,14.3,24.6,5.5,205.1,Protein-Rich
Banana,0.5,25.5,0.9,112.1,Protein-Rich
Avocado,58.9,30.1,26.4,593.6,Carb-Rich
Banana,68.2,24.2,11.6,474.0,Carb-Rich
Eggs,19.6,42.7,15.0,384.2,Protein-Rich
Quinoa,25.0,38.2,15.5,392.3,Protein-Rich
Paneer,35.0,43.6,16.1,459.3,Protein-Rich
Peanuts,28.1,40.3,35.4,592.2,Protein-Rich
Banana,37.0,20.6,14.4,360.0,Carb-Rich
Oats,69.6,3.3,2.8,316.8,Carb-Rich
Salmon,32.7,8.7,5.9,218.7,Carb-Rich
Beans,6.1,3.8,25.6,270.0,Fat-Rich
Quinoa,41.6,30.6,5.6,339.2,Carb-Rich
Bread,25.0,15.4,2.0,179.6,Carb-Rich
Quinoa,48.2,22.6,9.2,366.0,Carb-Rich
Tofu,38.8,47.0,12.7,457.5,Protein-Rich
Apple,61.9,4.6,12.9,382.1,Carb-Rich
Oats,19.1,6.1,17.3,256.5,Carb-Rich
Apple,13.2,25.2,24.4,373.2,Protein-Rich
Bread,8.5,19.8,20.1,294.1,Fat-Rich
Salmon,3.2,28.7,25.7,358.9,Protein-Rich
Beans,13.4,4.8,18.0,234.8,Fat-Rich
Oats,48.7,23.3,32.8,583.2,Carb-Rich
Tofu,60.3,8.9,27.1,520.7,Carb-Rich
Lentils,30.4,27.8,35.5,552.3,Fat-Rich
Banana,59.8,12.6,31.6,574.0,Carb-Rich
Apple,51.3,12.2,24.5,474.5,Carb-Rich
Apple,59.2,26.8,24.6,565.4,Carb-Rich
Quinoa,18.7,34.8,36.1,538.9,Fat-Rich
Chicken,69.5,27.6,36.0,712.4,Carb-Rich
Yogurt,2.4,39.1,4.6,207.4,Protein-Rich
Peanuts,62.1,40.1,26.4,646.4,Carb-Rich
Beans,16.1,18.6,39.5,494.3,Fat-Rich
Oats,52.9,31.1,1.6,350.4,Carb-Rich
Peanuts,32.7,33.3,27.3,509.7,Protein-Rich
Almonds,6.2,34.4,15.8,304.6,Protein-Rich
Yogurt,57.0,44.0,30.0,674.0,Carb-Rich
Quinoa,51.5,49.0,2.5,424.5,Carb-Rich
Quinoa,10.2,48.2,22.0,431.6,Protein-Rich
Quinoa,66.4,39.0,11.3,523.3,Carb-Rich
Rice,17.3,18.2,35.9,465.1,Fat-Rich
Bread,42.6,44.6,0.1,349.7,Protein-Rich
Eggs,5.2,1.3,17.6,184.4,Fat-Rich
Almonds,2.7,8.3,3.3,73.7,Protein-Rich
Yogurt,37.1,26.6,17.8,415.0,Carb-Rich
Paneer,47.4,21.1,37.3,609.7,Carb-Rich
Almonds,26.1,24.5,21.4,395.0,Carb-Rich
Milk,33.6,19.7,11.3,314.9,Carb-Rich
Eggs,31.5,7.6,21.9,353.5,Carb-Rich
Milk,75.6,16.8,29.0,630.6,Carb-Rich
Rice,30.1,48.3,35.6,634.0,Protein-Rich
Avocado,22.1,46.4,12.4,385.6,Protein-Rich
Paneer,63.6,8.0,14.1,413.3,Carb-Rich
Tofu,51.8,14.5,8.3,339.9,Carb-Rich
Avocado,9.7,4.3,0.4,59.6,Carb-Rich
Quinoa,34.0,4.5,25.2,380.8,Carb-Rich
Chicken,0.0,14.8,11.6,163.6,Protein-Rich
Quinoa,6.9,11.2,24.7,294.7,Fat-Rich
Tofu,9.2,45.6,29.7,486.5,Protein-Rich
Peanuts,42.9,34.2,30.3,581.1,Carb-Rich
Rice,54.4,18.0,31.1,569.5,Carb-Rich
Oats,71.9,20.9,4.0,407.2,Carb-Rich
Apple,18.9,36.7,35.1,538.3,Protein-Rich
Lentils,72.7,46.8,37.5,815.5,Carb-Rich
Cheese,5.7,42.2,27.1,435.5,Protein-Rich
Peanuts,42.6,22.7,34.0,567.2,Carb-Rich
Chicken,46.7,2.7,32.9,493.7,Carb-Rich
Avocado,38.1,46.0,39.8,694.6,Protein-Rich
Avocado,61.1,31.4,32.3,660.7,Carb-Rich
Apple,30.2,28.2,11.8,339.8,Carb-Rich
Beans,18.4,27.4,17.1,337.1,Protein-Rich
Oats,32.0,15.5,4.3,228.7,Carb-Rich
Chicken,74.7,4.0,13.4,435.4,Carb-Rich
Quinoa,59.5,17.7,2.6,332.2,Carb-Rich
Oats,15.2,14.5,33.0,415.8,Fat-Rich
Peanuts,51.2,16.0,11.5,372.3,Carb-Rich
Eggs,60.9,37.8,7.4,461.4,Carb-Rich
Yogurt,79.0,43.0,18.9,658.1,Carb-Rich
Sweet Potato,50.5,47.0,33.2,688.8,Carb-Rich
Sweet Potato,54.9,9.4,1.6,271.6,Carb-Rich
Beans,2.7,13.7,37.8,405.8,Fat-Rich
Tofu,24.7,7.8,8.6,207.4,Carb-Rich
Salmon,20.6,37.8,3.2,262.4,Protein-Rich
Almonds,15.7,8.0,0.6,100.2,Carb-Rich
Apple,71.5,29.9,30.6,681.0,Carb-Rich
Apple,45.0,44.2,37.3,692.5,Carb-Rich
Beans,46.4,43.2,26.6,597.8,Carb-Rich
Oats,20.6,31.9,28.5,466.5,Protein-Rich
Lentils,36.3,30.1,6.6,325.0,Carb-Rich
Peanuts,24.7,40.5,0.1,261.7,Protein-Rich
Tofu,78.9,33.7,29.8,718.6,Carb-Rich
Lentils,72.5,12.3,5.0,384.2,Carb-Rich
Apple,72.4,35.9,36.2,759.0,Carb-Rich
Avocado,21.8,40.0,10.8,344.4,Protein-Rich
Banana,70.6,13.6,29.5,602.3,Carb-Rich
Avocado,1.6,0.1,22.2,206.6,Fat-Rich
Bread,11.2,12.3,14.5,224.5,Fat-Rich
Eggs,53.5,1.4,19.3,393.3,Carb-Rich
Yogurt,47.4,43.8,5.7,416.1,Carb-Rich
Eggs,43.7,34.9,20.3,497.1,Carb-Rich
Apple,40.2,10.8,1.4,216.6,Carb-Rich
Almonds,39.5,24.4,24.7,477.9,Carb-Rich
Chicken,70.6,12.2,0.5,335.7,Carb-Rich
Banana,64.9,48.8,29.5,720.3,Carb-Rich
Peanuts,42.2,35.1,21.0,498.2,Carb-Rich
Milk,52.5,30.4,20.8,518.8,Carb-Rich
Quinoa,24.2,20.4,19.9,357.5,Carb-Rich
Peanuts,57.6,25.0,15.1,466.3,Carb-Rich
Avocado,26.5,24.0,9.1,283.9,Carb-Rich
Avocado,73.7,33.6,32.5,721.7,Carb-Rich
Lentils,60.5,33.7,3.1,404.7,Carb-Rich
Rice,10.5,37.0,38.2,533.8,Fat-Rich
Oats,45.2,21.1,18.5,431.7,Carb-Rich
Tofu,42.3,11.7,23.6,428.4,Carb-Rich
Sweet Potato,12.7,39.8,37.1,543.9,Protein-Rich
Banana,72.5,28.7,22.2,604.6,Carb-Rich
Lentils,2.0,47.5,23.4,408.6,Protein-Rich
Almonds,33.9,43.7,25.7,541.7,Protein-Rich
Tofu,6.1,16.6,33.3,390.5,Fat-Rich
Lentils,18.8,19.6,24.0,369.6,Fat-Rich
Cheese,60.2,37.5,11.9,497.9,Carb-Rich
Oats,65.8,41.0,25.7,658.5,Carb-Rich
Tofu,48.2,41.9,31.9,647.5,Carb-Rich
Beans,75.3,4.3,7.4,385.0,Carb-Rich
Avocado,67.7,46.8,12.5,570.5,Carb-Rich
Milk,3.7,17.3,0.7,90.3,Protein-Rich
Yogurt,68.4,25.4,32.8,670.4,Carb-Rich
Lentils,21.4,15.9,3.0,176.2,Carb-Rich
Banana,19.6,38.3,20.4,415.2,Protein-Rich
Sweet Potato,44.8,2.1,39.0,538.6,Carb-Rich
Rice,57.1,47.9,19.7,597.3,Carb-Rich
Yogurt,66.5,14.0,2.3,342.7,Carb-Rich
Sweet Potato,30.1,38.0,18.9,442.5,Protein-Rich
Oats,37.9,48.8,17.8,507.0,Protein-Rich
Almonds,51.8,36.5,0.2,355.0,Carb-Rich
Yogurt,47.3,43.4,34.5,673.3,Carb-Rich
Milk,78.8,21.6,38.6,749.0,Carb-Rich
Sweet Potato,36.4,42.8,25.4,545.4,Protein-Rich
Lentils,49.1,40.8,22.5,562.1,Carb-Rich
Beans,54.5,38.3,32.4,662.8,Carb-Rich
Sweet Potato,17.6,40.9,23.8,448.2,Protein-Rich
Avocado,29.1,24.2,18.0,375.2,Carb-Rich
Rice,36.2,9.6,29.3,446.9,Carb-Rich
Apple,7.0,21.6,5.6,164.8,Protein-Rich
Apple,53.9,25.3,7.8,387.0,Carb-Rich
Chicken,78.6,42.7,29.9,754.3,Carb-Rich
Almonds,35.5,43.2,38.6,662.2,Protein-Rich
Salmon,45.5,2.0,14.8,323.2,Carb-Rich
Tofu,44.7,46.3,32.0,652.0,Protein-Rich
Peanuts,16.9,6.9,31.8,381.4,Fat-Rich
Almonds,26.4,1.3,8.0,182.8,Carb-Rich
Banana,40.6,20.9,5.1,291.9,Carb-Rich
Banana,76.2,2.2,9.6,400.0,Carb-Rich
Rice,21.1,45.7,25.5,496.7,Protein-Rich
Beans,24.4,1.5,27.7,352.9,Fat-Rich
Beans,25.2,7.4,4.5,170.9,Carb-Rich
Peanuts,30.5,36.8,14.7,401.5,Protein-Rich
Peanuts,71.0,37.7,19.2,607.6,Carb-Rich
Sweet Potato,2.9,13.4,27.8,315.4,Fat-Rich
Cheese,46.5,32.2,6.9,376.9,Carb-Rich
Milk,62.8,18.7,12.9,442.1,Carb-Rich
Apple,64.8,9.0,20.3,477.9,Carb-Rich
Apple,61.4,43.8,21.3,612.5,Carb-Rich
Beans,70.4,40.2,35.3,760.1,Carb-Rich
Salmon,68.4,28.6,35.7,709.3,Carb-Rich
Eggs,11.3,38.1,21.9,394.7,Protein-Rich
Sweet Potato,7.9,38.1,27.8,434.2,Protein-Rich
Banana,49.6,45.7,29.7,648.5,Carb-Rich
Banana,25.6,30.2,11.1,323.1,Protein-Rich
Quinoa,48.0,39.7,12.1,459.7,Carb-Rich
Salmon,66.0,37.5,23.7,627.3,Carb-Rich
Eggs,30.2,6.8,9.6,234.4,Carb-Rich
Apple,72.7,44.8,34.1,776.9,Carb-Rich
Almonds,33.6,14.8,20.4,377.2,Carb-Rich
Almonds,42.2,35.1,5.2,356.0,Carb-Rich
Cheese,36.2,43.7,39.3,673.3,Protein-Rich
Avocado,70.5,19.2,18.9,528.9,Carb-Rich
Paneer,49.6,30.1,11.3,420.5,Carb-Rich
Almonds,61.8,35.6,3.4,420.2,Carb-Rich
Bread,38.8,9.0,32.6,484.6,Carb-Rich
Apple,11.4,28.7,2.5,182.9,Protein-Rich
Banana,79.8,40.3,16.2,626.2,Carb-Rich
Chicken,30.0,0.0,1.1,129.9,Carb-Rich
Oats,2.3,25.8,14.7,244.7,Protein-Rich
Eggs,22.7,13.6,20.7,331.5,Carb-Rich
Rice,61.6,48.2,35.5,758.7,Carb-Rich
Apple,53.9,46.0,16.1,544.5,Carb-Rich
Salmon,70.2,31.1,17.5,562.7,Carb-Rich
Beans,20.1,16.6,5.6,197.2,Carb-Rich
Quinoa,19.8,40.5,35.4,559.8,Protein-Rich
Peanuts,71.3,39.6,40.0,803.6,Carb-Rich
Quinoa,48.9,46.6,17.1,535.9,Carb-Rich
Lentils,14.1,31.9,1.0,193.0,Protein-Rich
Milk,31.2,42.7,11.1,395.5,Protein-Rich
Salmon,75.4,7.3,2.0,348.8,Carb-Rich
Milk,67.4,45.4,29.6,717.6,Carb-Rich
Yogurt,14.9,35.1,16.4,347.6,Protein-Rich
Peanuts,43.4,27.2,28.5,538.9,Carb-Rich
Yogurt,41.3,17.4,33.8,539.0,Carb-Rich
Almonds,17.5,4.3,33.3,386.9,Fat-Rich
Oats,16.8,34.2,18.5,370.5,Protein-Rich
Paneer,36.3,35.4,19.8,465.0,Carb-Rich
Lentils,50.2,21.1,31.8,571.4,Carb-Rich
Bread,78.2,19.5,12.3,501.5,Carb-Rich
Avocado,29.3,11.2,13.7,285.3,Carb-Rich
Bread,62.9,16.6,32.6,611.4,Carb-Rich
Sweet Potato,37.1,25.4,29.8,518.2,Carb-Rich
Beans,45.6,13.7,37.6,575.6,Carb-Rich
Paneer,48.1,9.6,18.5,397.3,Carb-Rich
Quinoa,8.7,45.9,31.3,500.1,Protein-Rich
Almonds,0.6,25.7,39.8,463.4,Fat-Rich
Salmon,17.6,7.1,33.8,403.0,Fat-Rich
Sweet Potato,75.5,36.9,6.6,509.0,Carb-Rich
Banana,34.1,6.3,8.3,236.3,Carb-Rich
Beans,51.8,13.8,7.3,328.1,Carb-Rich
Banana,43.5,30.4,37.4,632.2,Carb-Rich
Sweet Potato,60.9,25.5,37.6,684.0,Carb-Rich
Lentils,1.5,42.5,17.3,331.7,Protein-Rich
Beans,41.3,19.1,25.3,469.3,Carb-Rich
Almonds,27.2,15.5,28.5,427.3,Fat-Rich
Chicken,14.9,16.6,18.3,290.7,Fat-Rich
Tofu,72.7,18.8,36.0,690.0,Carb-Rich
Banana,23.4,16.9,5.7,212.5,Carb-Rich
Almonds,47.9,12.2,6.2,296.2,Carb-Rich
Banana,47.0,9.6,24.3,445.1,Carb-Rich
Salmon,49.6,46.6,17.3,540.5,Carb-Rich
Oats,74.8,22.5,5.0,434.2,Carb-Rich
Sweet Potato,61.3,38.2,13.0,515.0,Carb-Rich
Cheese,79.1,24.1,15.4,551.4,Carb-Rich
Tofu,43.7,49.0,21.2,561.6,Protein-Rich
Salmon,56.9,20.2,28.3,563.1,Carb-Rich
Sweet Potato,50.3,14.7,24.2,477.8,Carb-Rich
Banana,75.1,21.9,34.6,699.4,Carb-Rich
Peanuts,65.3,46.3,38.1,789.3,Carb-Rich
Salmon,27.8,0.8,34.8,427.6,Fat-Rich
Oats,62.4,35.4,33.6,693.6,Carb-Rich
Beans,42.0,29.4,22.5,488.1,Carb-Rich
Almonds,69.0,8.1,36.2,634.2,Carb-Rich
Yogurt,70.8,10.8,6.5,384.9,Carb-Rich
Yogurt,48.7,4.7,13.0,330.6,Carb-Rich
Avocado,54.8,25.1,31.1,599.5,Carb-Rich
Peanuts,33.4,27.4,36.1,568.1,Fat-Rich
Almonds,23.5,32.5,0.8,231.2,Protein-Rich
Peanuts,47.3,37.5,17.8,499.4,Carb-Rich
Quinoa,73.3,22.1,20.3,564.3,Carb-Rich
Paneer,22.4,33.2,34.2,530.2,Fat-Rich
Tofu,67.4,14.8,27.2,573.6,Carb-Rich
Banana,13.6,19.8,15.9,276.7,Protein-Rich
Bread,3.5,13.0,34.7,378.3,Fat-Rich
Beans,9.6,9.1,5.0,119.8,Carb-Rich
Avocado,54.9,47.7,1.8,426.6,Carb-Rich
Beans,30.4,39.3,28.2,532.6,Protein-Rich
Peanuts,68.7,1.8,29.7,549.3,Carb-Rich
Milk,73.9,23.6,26.4,627.6,Carb-Rich
Sweet Potato,72.0,26.0,33.7,695.3,Carb-Rich
Almonds,66.5,31.1,27.2,635.2,Carb-Rich
Chicken,57.5,30.3,2.8,376.4,Carb-Rich
Avocado,24.3,25.0,39.9,556.3,Fat-Rich
